Suseo_h,Suseo_m,Dongchan_h,Dongchan_m,Jiji_h,Jiji_m,Cheonan(Asan)_h,Cheonan(Asan)_m,Osong_h,Osong_m,Daejeon_h,Daejeon_m,Gimcheon(Gumi)_h,Gimcheon(Gumi)_m,Dongdaegu_h,Dongdaegu_m,ShinKyungju_h,ShinKyungju_m,Ulsan(Tongdosa)_h,Ulsan(Tongdosa)_m,Busan_h,Busan_m,Gongju_h,Gongju_m,Iksan_h,Iksan_m,Jeong-eup_h,Jeong-eup_m,Gwangju(Songje)_h,Gwangju(Songje)_m,Naju_h,Naju_m,Mokpo_h,Mokpo_m
20,59,100,100,100,100,14,38,14,38,100,100,100,100,100,100,100,100,100,100,100,100,19,4,100,100,12,58,12,5,16,49,14,43
21,43,100,100,100,100,15,15,15,3,100,100,100,100,100,100,100,100,100,100,100,100,19,14,100,100,13,33,13,31,16,53,14,50
22,35,100,100,100,100,17,4,15,20,100,100,100,100,100,100,100,100,100,100,100,100,19,42,100,100,13,53,13,33,17,26,16,19
22,35,100,100,100,100,17,4,15,20,100,100,100,100,100,100,100,100,100,100,100,100,19,42,100,100,13,53,13,33,17,26,16,19
23,43,100,100,100,100,17,13,16,38,100,100,100,100,100,100,100,100,100,100,100,100,20,13,100,100,14,43,13,41,18,6,16,49
100,100,100,100,100,100,18,16,17,4,100,100,100,100,100,100,100,100,100,100,100,100,20,59,100,100,14,50,13,53,18,18,16,53
100,100,100,100,100,100,18,16,17,57,100,100,100,100,100,100,100,100,100,100,100,100,21,14,100,100,15,18,14,19,18,43,17,26
100,100,100,100,100,100,18,30,18,30,100,100,100,100,100,100,100,100,100,100,100,100,21,29,100,100,15,48,14,43,18,54,18,6
100,100,100,100,100,100,19,4,18,56,100,100,100,100,100,100,100,100,100,100,100,100,21,43,100,100,16,19,14,50,19,9,18,18
100,100,100,100,100,100,19,14,19,4,100,100,100,100,100,100,100,100,100,100,100,100,22,35,100,100,16,53,15,18,20,13,18,43
100,100,100,100,100,100,20,26,19,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,17,4,16,19,20,25,18,54
100,100,100,100,100,100,20,59,19,42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,18,6,16,39,20,58,19,9
100,100,100,100,100,100,21,29,20,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,18,18,16,49,21,32,20,13
100,100,100,100,100,100,21,29,20,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,18,18,16,49,21,32,20,13
100,100,100,100,100,100,22,13,20,59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,18,43,16,53,21,53,20,25
100,100,100,100,100,100,22,13,21,14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,22,17,14,21,53,20,58
100,100,100,100,100,100,23,43,21,43,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,47,17,26,22,27,21,32
100,100,100,100,100,100,100,100,22,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,19,55,18,6,23,43,21,53
100,100,100,100,100,100,100,100,22,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,13,18,18,100,100,21,53
100,100,100,100,100,100,100,100,22,35,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,48,18,43,100,100,22,27
100,100,100,100,100,100,100,100,23,23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,58,18,54,100,100,23,43
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,32,19,9,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,53,19,22,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,53,19,22,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,53,19,55,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23,4,20,13,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23,29,20,25,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23,43,20,48,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,58,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,32,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,53,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21,53,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,27,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,27,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,36,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23,29,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,23,43,100,100,100,100
